method,del_M,del_OM,inf_M,inf_OM
kernelshap,-0.0004981494368630955,0.6142195397238589,0.6876740576418667,3.348483984916654
samplingshap,0.032296035834876766,0.6331970956855323,0.6273157168282185,4.194089274562978
lime,0.025987634493771897,0.31996668306962267,1.1716035674132033,2.8666353133831954
occlusion,0.03202068563416189,0.5497584658230412,5.33737827116656,9.451441939610689
treeshap,0.03873449174709303,0.6291863396056394,33.15546710877684,41.50573060621121
consensus,-0.006116861422349318,0.70841251939639,0.4574582089017959,3.1142291512787645
